,Freq,review,pos_tag,neg,neu,pos,compound
5422,1,d   i   s   c   i   p   l   i   n   e   h  ,"('d   i   s   c   i   p   l   i   n   e   h  ', 'NN')",0.0,0.0,0.0,0.0
5423,1,t   r   a   i   n   i   n   g   v   e   r   i,"('t   r   a   i   n   i   n   g   v   e   r   i', 'NN')",0.0,0.0,0.0,0.0
5662,1,d   i   d   j   o   v   a   n,"('d   i   d   j   o   v   a   n', 'NN')",0.0,0.0,0.0,0.0
5661,1,r   e   f   i   n   e   m   e   n   t,"('r   e   f   i   n   e   m   e   n   t', 'NN')",0.0,0.0,0.0,0.0
5660,1,d   e   p   e   n   d   e   n   c   i,"('d   e   p   e   n   d   e   n   c   i', 'NN')",0.0,0.0,0.0,0.0
5424,1,u   i   s   t   u   d   e   n   t,"('u   i   s   t   u   d   e   n   t', 'JJ')",0.0,0.0,0.0,0.0
5659,1,p   a   r   t   l   i,"('p   a   r   t   l   i', 'NN')",0.0,0.0,0.0,0.0
5412,1,g   r   a   p   h   q   l,"('g   r   a   p   h   q   l', 'NN')",0.0,0.0,0.0,0.0
5411,1,i   d   e   a   t   i   o   n,"('i   d   e   a   t   i   o   n', 'NN')",0.0,0.0,0.0,0.0
5684,1,a   d   a   p   t   a   t   i   o   n,"('a   d   a   p   t   a   t   i   o   n', 'NN')",0.0,0.0,0.0,0.0
5410,1,f   a   s   t   p   r   o   g   r   e   s   s   i   v  ,"('f   a   s   t   p   r   o   g   r   e   s   s   i   v  ', 'NN')",0.0,0.0,0.0,0.0
5399,1,p   e   r   f   e   c   t   i   o   n   i,"('p   e   r   f   e   c   t   i   o   n   i', 'NN')",0.0,0.0,0.0,0.0
5400,1,s   u   c   c   e   s   s   f   u   l   l   y   d   u   r   i   n   g,"('s   u   c   c   e   s   s   f   u   l   l   y   d   u   r   i   n   g', 'NN')",0.0,0.0,0.0,0.0
5683,1,s   y   s   t   e   m   g   o   o   d,"('s   y   s   t   e   m   g   o   o   d', 'NN')",0.0,0.0,0.0,0.0
5682,1,m   y   s   q   l   s   t   a   r   t   e   d,"('m   y   s   q   l   s   t   a   r   t   e   d', 'NN')",0.0,0.0,0.0,0.0
5681,1,s   i   t   e   g   o   o   d   w   o   r   k   i   n   g,"('s   i   t   e   g   o   o   d   w   o   r   k   i   n   g', 'NN')",0.0,0.0,0.0,0.0
5402,1,q   u   e   s   t   i   o   n   s   m   u   h   a   m   m   a   d,"('q   u   e   s   t   i   o   n   s   m   u   h   a   m   m   a   d', 'NN')",0.0,0.0,0.0,0.0
5680,1,p   a   n   e   l   s   a   b   l  ,"('p   a   n   e   l   s   a   b   l  ', 'NN')",0.0,0.0,0.0,0.0
5404,1,u   n   r   a,"('u   n   r   a', 'JJ')",0.0,0.0,0.0,0.0
5405,1,l   a   b   o   r   a   t   o   r   i,"('l   a   b   o   r   a   t   o   r   i', 'NN')",0.0,0.0,0.0,0.0
5679,1,g   o   o   d   i   n   t   e   r   a   c   t   e   d,"('g   o   o   d   i   n   t   e   r   a   c   t   e   d', 'NN')",0.0,0.0,0.0,0.0
5678,1,s   i   t   e   h  ,"('s   i   t   e   h  ', 'NN')",0.0,0.0,0.0,0.0
5406,1,f   u   l   f   i   l   l,"('f   u   l   f   i   l   l', 'NN')",0.0,0.0,0.0,0.0
5676,1,d   e   v   e   l   o   p   e   r   s   a   b   l  ,"('d   e   v   e   l   o   p   e   r   s   a   b   l  ', 'NN')",0.0,0.0,0.0,0.0
5675,1,r   e   v   i   e   w   o   p   e   n,"('r   e   v   i   e   w   o   p   e   n', 'NN')",0.0,0.0,0.0,0.0
5407,1,n   e   e   d   e   d   g   o   o   d,"('n   e   e   d   e   d   g   o   o   d', 'JJ')",0.0,0.0,0.0,0.0
5674,1,l   i   s   t   e   n   e   r   t   h  ,"('l   i   s   t   e   n   e   r   t   h  ', 'NN')",0.0,0.0,0.0,0.0
5408,1,p   i   p   i   n   g,"('p   i   p   i   n   g', 'NN')",0.0,0.0,0.0,0.0
5409,1,a   c   a   d   e   m   y   h  ,"('a   c   a   d   e   m   y   h  ', 'NN')",0.0,0.0,0.0,0.0
5673,1,c   o   n   s   u   m   i   n   g,"('c   o   n   s   u   m   i   n   g', 'NN')",0.0,0.0,0.0,0.0
5707,1,a   c   t   i   v   e   h   t   t   p  ,"('a   c   t   i   v   e   h   t   t   p  ', 'NN')",0.0,0.0,0.0,0.0
5365,1,s   k   i   l   l   c   r   y   s   t   a   l,"('s   k   i   l   l   c   r   y   s   t   a   l', 'NN')",0.0,0.0,0.0,0.0
5657,1,s   h   o   w   c   a   s   e   d,"('s   h   o   w   c   a   s   e   d', 'NN')",0.0,0.0,0.0,0.0
5743,1,m   m   i   i   r   o,"('m   m   i   i   r   o', 'NN')",0.0,0.0,0.0,0.0
5323,1,p   r   o   g   r   e   s   s   k   e   e   p,"('p   r   o   g   r   e   s   s   k   e   e   p', 'NN')",0.0,0.0,0.0,0.0
5324,1,u   n   i   l   e   v   e   r,"('u   n   i   l   e   v   e   r', 'JJ')",0.0,0.0,0.0,0.0
5748,1,n   e   t   w   o   r   k   d   e   s   p   i   t  ,"('n   e   t   w   o   r   k   d   e   s   p   i   t  ', 'JJ')",0.0,0.0,0.0,0.0
5325,1,l   i   k   i   n   g,"('l   i   k   i   n   g', 'NN')",0.0,0.0,0.0,0.0
5747,1,w   e   b   s   i   t   e   s   s   h   a   r   p,"('w   e   b   s   i   t   e   s   s   h   a   r   p', 'NN')",0.0,0.0,0.0,0.0
5326,1,g   o   o   d   k   e   e   p,"('g   o   o   d   k   e   e   p', 'NN')",0.0,0.0,0.0,0.0
5746,1,p   e   r   f   e   c   t   g   o   o   d,"('p   e   r   f   e   c   t   g   o   o   d', 'NN')",0.0,0.0,0.0,0.0
5329,1,t   p,"('t   p', 'NN')",0.0,0.0,0.0,0.0
5744,1,g   o   o   d   h   i  ,"('g   o   o   d   h   i  ', 'NN')",0.0,0.0,0.0,0.0
5331,1,p   r   o   t   o   t   y   p  ,"('p   r   o   t   o   t   y   p  ', 'NN')",0.0,0.0,0.0,0.0
5364,1,p   r   o   j   e   c   t   g   i   t,"('p   r   o   j   e   c   t   g   i   t', 'NN')",0.0,0.0,0.0,0.0
5332,1,r   e   p   o   r   t   s   g   o   o   d,"('r   e   p   o   r   t   s   g   o   o   d', 'NN')",0.0,0.0,0.0,0.0
5333,1,p   r   o   g   r   e   s   s   d   e   s   p   i   t  ,"('p   r   o   g   r   e   s   s   d   e   s   p   i   t  ', 'NN')",0.0,0.0,0.0,0.0
5334,1,m   a   n   t   i  ,"('m   a   n   t   i  ', 'NN')",0.0,0.0,0.0,0.0
5336,1,a   l   i   g   n   i   n   g,"('a   l   i   g   n   i   n   g', 'NN')",0.0,0.0,0.0,0.0
5337,1,p   o   s   s   i   b   l   i,"('p   o   s   s   i   b   l   i', 'NN')",0.0,0.0,0.0,0.0
5338,1,g   a   p,"('g   a   p', 'NN')",0.0,0.0,0.0,0.0
5339,1,s   e   s   s   i   o   n   s   a   n   d   r   e   w,"('s   e   s   s   i   o   n   s   a   n   d   r   e   w', 'NN')",0.0,0.0,0.0,0.0
5340,1,m   u   s   c   l  ,"('m   u   s   c   l  ', 'NN')",0.0,0.0,0.0,0.0
5741,1,e   x   p   e   c   t   i   n   g,"('e   x   p   e   c   t   i   n   g', 'NN')",0.0,0.0,0.0,0.0
5322,1,p   r   o   g   r   e   s   s   w   h   i   t   n   e   i,"('p   r   o   g   r   e   s   s   w   h   i   t   n   e   i', 'NN')",0.0,0.0,0.0,0.0
5749,1,p   r   e   s   e   n   t   e   r,"('p   r   e   s   e   n   t   e   r', 'NN')",0.0,0.0,0.0,0.0
5750,1,u   p   m   o   r   e   e   n,"('u   p   m   o   r   e   e   n', 'JJ')",0.0,0.0,0.0,0.0
5321,1,e   x   e   m   p   l   a   r   i,"('e   x   e   m   p   l   a   r   i', 'NN')",0.0,0.0,0.0,0.0
5306,1,p   e   r   s   o   n   t   h  ,"('p   e   r   s   o   n   t   h  ', 'NN')",0.0,0.0,0.0,0.0
5307,1,v   i   e   w   e   r   j   o   a   n,"('v   i   e   w   e   r   j   o   a   n', 'NN')",0.0,0.0,0.0,0.0
5308,1,s   i   t  ,"('s   i   t  ', 'NN')",0.0,0.0,0.0,0.0
5756,1,c   o   n   t   a   c   t   i   n   g,"('c   o   n   t   a   c   t   i   n   g', 'NN')",0.0,0.0,0.0,0.0
5309,1,w   e   b   s   i   t   e   s   d   e   s   p   i   t  ,"('w   e   b   s   i   t   e   s   d   e   s   p   i   t  ', 'NN')",0.0,0.0,0.0,0.0
5755,1,c   a   m   p   a   i   g   n,"('c   a   m   p   a   i   g   n', 'NN')",0.0,0.0,0.0,0.0
5310,1,c   o   m   p   l   a   i   n   t,"('c   o   m   p   l   a   i   n   t', 'NN')",0.0,0.0,0.0,0.0
5311,1,t   r   a   i   n   a   b   l  ,"('t   r   a   i   n   a   b   l  ', 'NN')",0.0,0.0,0.0,0.0
5312,1,u   i   t   h  ,"('u   i   t   h  ', 'JJ')",0.0,0.0,0.0,0.0
5754,1,c   h   a   l   l   e   n   g   e   s   m   a   r   k,"('c   h   a   l   l   e   n   g   e   s   m   a   r   k', 'NN')",0.0,0.0,0.0,0.0
5314,1,c   o   m   p   o   s   i   t   i   o   n,"('c   o   m   p   o   s   i   t   i   o   n', 'NN')",0.0,0.0,0.0,0.0
5315,1,a   l   e   x   n   e   t,"('a   l   e   x   n   e   t', 'NN')",0.0,0.0,0.0,0.0
5316,1,c   l   a   s   s   i   f   i   e   r,"('c   l   a   s   s   i   f   i   e   r', 'NN')",0.0,0.0,0.0,0.0
5753,1,r   e   f   r   e   s   h,"('r   e   f   r   e   s   h', 'NN')",0.0,0.0,0.0,0.0
5317,1,c   h   a   l   l   e   n   g   e   s   g   o   o   d,"('c   h   a   l   l   e   n   g   e   s   g   o   o   d', 'NN')",0.0,0.0,0.0,0.0
5318,1,h   o   s   t   i   n   g   w   h   e   n   e   v   e   r,"('h   o   s   t   i   n   g   w   h   e   n   e   v   e   r', 'NN')",0.0,0.0,0.0,0.0
5752,1,g   o   o,"('g   o   o', 'NN')",0.0,0.0,0.0,0.0
5751,1,s   y   s   t   e   m   r   e   s   t   i,"('s   y   s   t   e   m   r   e   s   t   i', 'NN')",0.0,0.0,0.0,0.0
5320,1,r   e   p   a   i   r   s   e   d   g   a   r,"('r   e   p   a   i   r   s   e   d   g   a   r', 'NN')",0.0,0.0,0.0,0.0
5740,1,h   e   a   d   e   r,"('h   e   a   d   e   r', 'NN')",0.0,0.0,0.0,0.0
5342,1,e   v   i   d   e   n   c   e   d,"('e   v   i   d   e   n   c   e   d', 'NN')",0.0,0.0,0.0,0.0
5739,1,t   e   m   p   l   a   t  ,"('t   e   m   p   l   a   t  ', 'NN')",0.0,0.0,0.0,0.0
5723,1,e   n   g   i   n   e   e   r   v   e   r   i,"('e   n   g   i   n   e   e   r   v   e   r   i', 'NN')",0.0,0.0,0.0,0.0
5721,1,p   h   y   s   i   c,"('p   h   y   s   i   c', 'NN')",0.0,0.0,0.0,0.0
5719,1,d   a   t   a   b   a   s   e   t   h  ,"('d   a   t   a   b   a   s   e   t   h  ', 'NN')",0.0,0.0,0.0,0.0
5718,1,g   r   o   w   n,"('g   r   o   w   n', 'NN')",0.0,0.0,0.0,0.0
5717,1,q   u   i   c   k   e   r,"('q   u   i   c   k   e   r', 'NN')",0.0,0.0,0.0,0.0
5355,1,a   p   p   l   i   c   a   t   i   o   n   i,"('a   p   p   l   i   c   a   t   i   o   n   i', 'NN')",0.0,0.0,0.0,0.0
5716,1,t   e   c   h   n   o   l   o   g   i   e   s   y   o   u   r,"('t   e   c   h   n   o   l   o   g   i   e   s   y   o   u   r', 'NN')",0.0,0.0,0.0,0.0
5715,1,s   p   i   t  ,"('s   p   i   t  ', 'NN')",0.0,0.0,0.0,0.0
5714,1,g   o   o   d   i   t,"('g   o   o   d   i   t', 'NN')",0.0,0.0,0.0,0.0
5356,1,c   o   n   f   i   g   u   r   a   t   i   o   n   s   p   r   o   g   a   m   i   n   g,"('c   o   n   f   i   g   u   r   a   t   i   o   n   s   p   r   o   g   a   m   i   n   g', 'NN')",0.0,0.0,0.0,0.0
5357,1,p   r   i   n   c   i   p   a   l,"('p   r   i   n   c   i   p   a   l', 'NN')",0.0,0.0,0.0,0.0
5713,1,p   r   e   d   i   c   t   o   r,"('p   r   e   d   i   c   t   o   r', 'NN')",0.0,0.0,0.0,0.0
5358,1,p   l   a   y   e   d,"('p   l   a   y   e   d', 'NN')",0.0,0.0,0.0,0.0
5711,1,l   s   t   m  ,"('l   s   t   m  ', 'NN')",0.0,0.0,0.0,0.0
5359,1,w   e   l   l   b   e   t   t   e   r,"('w   e   l   l   b   e   t   t   e   r', 'NN')",0.0,0.0,0.0,0.0
5710,1,w   o   r   k   i   n   g   i,"('w   o   r   k   i   n   g   i', 'NN')",0.0,0.0,0.0,0.0
5360,1,w   e   b   s   i   t   e   s   g   o   o   d,"('w   e   b   s   i   t   e   s   g   o   o   d', 'NN')",0.0,0.0,0.0,0.0
5708,1,m   a   n   u   a   l,"('m   a   n   u   a   l', 'NN')",0.0,0.0,0.0,0.0
5361,1,h   o   s   t   i   n   g   s   h  ,"('h   o   s   t   i   n   g   s   h  ', 'NN')",0.0,0.0,0.0,0.0
5362,1,r   e   d   e   s   i   g   n   i   n   g,"('r   e   d   e   s   i   g   n   i   n   g', 'NN')",0.0,0.0,0.0,0.0
5722,1,c   h   e   m   i   s   t   r   i,"('c   h   e   m   i   s   t   r   i', 'NN')",0.0,0.0,0.0,0.0
5354,1,w   o   r   k   i   n   g   a   p   a   r   t,"('w   o   r   k   i   n   g   a   p   a   r   t', 'NN')",0.0,0.0,0.0,0.0
5738,1,l   t   e,"('l   t   e', 'NN')",0.0,0.0,0.0,0.0
5724,1,g   o   o   d   h   a   n   d   e   d,"('g   o   o   d   h   a   n   d   e   d', 'NN')",0.0,0.0,0.0,0.0
5344,1,c   o   d   i   n   g   g   e   n   e   r   a   l   l   i,"('c   o   d   i   n   g   g   e   n   e   r   a   l   l   i', 'NN')",0.0,0.0,0.0,0.0
5345,1,p   e   r   f   o   r   m   a,"('p   e   r   f   o   r   m   a', 'NN')",0.0,0.0,0.0,0.0
5346,1,a   p   p   r   a   i   s   a   l,"('a   p   p   r   a   i   s   a   l', 'NN')",0.0,0.0,0.0,0.0
5347,1,p   a   s   s   i   o   n   a   t   e   v   e   r   i,"('p   a   s   s   i   o   n   a   t   e   v   e   r   i', 'NN')",0.0,0.0,0.0,0.0
5348,1,c   o   m   e   t   h  ,"('c   o   m   e   t   h  ', 'NN')",0.0,0.0,0.0,0.0
5349,1,c   o   n   c   e   p   t   s   a   b   l  ,"('c   o   n   c   e   p   t   s   a   b   l  ', 'NN')",0.0,0.0,0.0,0.0
5737,1,p   r   o   v   i   d   e   d   m   m   i   i   r   o,"('p   r   o   v   i   d   e   d   m   m   i   i   r   o', 'NN')",0.0,0.0,0.0,0.0
5736,1,t   e   c   h   n   o   l   o   g   i   e   s   l   i   m   i   t   e   d,"('t   e   c   h   n   o   l   o   g   i   e   s   l   i   m   i   t   e   d', 'NN')",0.0,0.0,0.0,0.0
5350,1,a   c   h   i   e   v   e   d   i   t,"('a   c   h   i   e   v   e   d   i   t', 'NN')",0.0,0.0,0.0,0.0
5351,1,d   a   t   a   w   a   r   e   h   o   u   s   e   h  ,"('d   a   t   a   w   a   r   e   h   o   u   s   e   h  ', 'NN')",0.0,0.0,0.0,0.0
5734,1,h   o   m   e   p   a   g  ,"('h   o   m   e   p   a   g  ', 'NN')",0.0,0.0,0.0,0.0
5733,1,l   o   g   i   c,"('l   o   g   i   c', 'NN')",0.0,0.0,0.0,0.0
5352,1,g   a   m   e   t   r   i   c   k  ,"('g   a   m   e   t   r   i   c   k  ', 'NN')",0.0,0.0,0.0,0.0
5732,1,s   a   m   b   a   t   h  ,"('s   a   m   b   a   t   h  ', 'NN')",0.0,0.0,0.0,0.0
5353,1,s   e   r   v   e   r   g   r   e   a   t   h   a   r   d,"('s   e   r   v   e   r   g   r   e   a   t   h   a   r   d', 'NN')",0.0,0.0,0.0,0.0
5730,1,s   a   m   b   a   w  ,"('s   a   m   b   a   w  ', 'NN')",0.0,0.0,0.0,0.0
5728,1,s   h   o   o   t   i   n   g   i   n   s   t   a   l   l   i   n   g,"('s   h   o   o   t   i   n   g   i   n   s   t   a   l   l   i   n   g', 'NN')",0.0,0.0,0.0,0.0
5727,1,l   o   c   a   t  ,"('l   o   c   a   t  ', 'NN')",0.0,0.0,0.0,0.0
5725,1,t   i   m   e   o   u   t   p   u   t,"('t   i   m   e   o   u   t   p   u   t', 'NN')",0.0,0.0,0.0,0.0
5658,1,s   p   e   a   r   h   e   a   d,"('s   p   e   a   r   h   e   a   d', 'NN')",0.0,0.0,0.0,0.0
5656,1,t   e   a   m   m   a   t   e   g   r   e   a   t,"('t   e   a   m   m   a   t   e   g   r   e   a   t', 'NN')",0.0,0.0,0.0,0.0
5304,1,e   n   g   i   n  ,"('e   n   g   i   n  ', 'NN')",0.0,0.0,0.0,0.0
5574,1,w   h   i   t   e   f   l   i,"('w   h   i   t   e   f   l   i', 'NN')",0.0,0.0,0.0,0.0
5494,1,d   o   m,"('d   o   m', 'NN')",0.0,0.0,0.0,0.0
5495,1,f   a   i   l,"('f   a   i   l', 'NN')",0.0,0.0,0.0,0.0
5580,1,o   r   g   a   n   i   s   i   n   g,"('o   r   g   a   n   i   s   i   n   g', 'NN')",0.0,0.0,0.0,0.0
5496,1,c   a   p   t   u   r   e   i   n   s   t   a   l   l   a   t   i   o   n,"('c   a   p   t   u   r   e   i   n   s   t   a   l   l   a   t   i   o   n', 'NN')",0.0,0.0,0.0,0.0
5579,1,c   a   b   i   n   e   t,"('c   a   b   i   n   e   t', 'NN')",0.0,0.0,0.0,0.0
5497,1,g   r   a   t  ,"('g   r   a   t  ', 'NN')",0.0,0.0,0.0,0.0
5578,1,s   o   f   t   w   a   r   e   g   o   o   d,"('s   o   f   t   w   a   r   e   g   o   o   d', 'NN')",0.0,0.0,0.0,0.0
5576,1,c   r   e   a   t   i   v   i   t   y   d   r   a   w  ,"('c   r   e   a   t   i   v   i   t   y   d   r   a   w  ', 'NN')",0.0,0.0,0.0,0.0
5575,1,w   e   e   k   g   o   o   d,"('w   e   e   k   g   o   o   d', 'NN')",0.0,0.0,0.0,0.0
5573,1,c   a   l   l   b   a   c   k,"('c   a   l   l   b   a   c   k', 'NN')",0.0,0.0,0.0,0.0
5478,1,c   o   o   r   d   i   n   a   t   i   n   g,"('c   o   o   r   d   i   n   a   t   i   n   g', 'NN')",0.0,0.0,0.0,0.0
5498,1,p   r   o   g   r   e   s   s   b   e   n   e   d   i   c   t,"('p   r   o   g   r   e   s   s   b   e   n   e   d   i   c   t', 'NN')",0.0,0.0,0.0,0.0
5572,1,k   e   r   a,"('k   e   r   a', 'NN')",0.0,0.0,0.0,0.0
5571,1,e   n   g   a   g   i   n   g   h  ,"('e   n   g   a   g   i   n   g   h  ', 'NN')",0.0,0.0,0.0,0.0
5570,1,t   i   t   a   n   i   c,"('t   i   t   a   n   i   c', 'NN')",0.0,0.0,0.0,0.0
5569,1,a   c   t   i   v   i   t   i   e   s   k   y   a   g   a   b   a,"('a   c   t   i   v   i   t   i   e   s   k   y   a   g   a   b   a', 'NN')",0.0,0.0,0.0,0.0
5566,1,f   a   r   g   o   o   d,"('f   a   r   g   o   o   d', 'NN')",0.0,0.0,0.0,0.0
5565,1,b   a   m   b   i,"('b   a   m   b   i', 'NN')",0.0,0.0,0.0,0.0
5564,1,s   h   o   p   h  ,"('s   h   o   p   h  ', 'NN')",0.0,0.0,0.0,0.0
5563,1,c   a   r   i   n   g,"('c   a   r   i   n   g', 'NN')",0.0,0.0,0.0,0.0
5581,1,m   i   n   i,"('m   i   n   i', 'NN')",0.0,0.0,0.0,0.0
5492,1,r   e   a   s   o   n   i   n   g,"('r   e   a   s   o   n   i   n   g', 'NN')",0.0,0.0,0.0,0.0
5582,1,b   a   c   k   i   n   g,"('b   a   c   k   i   n   g', 'NN')",0.0,0.0,0.0,0.0
5584,1,b   l   o   c   k,"('b   l   o   c   k', 'NN')",0.0,0.0,0.0,0.0
5598,1,a   s   s   i   g   n   m   e   n   t   s   w   e   e   k,"('a   s   s   i   g   n   m   e   n   t   s   w   e   e   k', 'NN')",0.0,0.0,0.0,0.0
5597,1,v   m,"('v   m', 'NN')",0.0,0.0,0.0,0.0
5596,1,t   h   o   r   o   u   g   h   l   i,"('t   h   o   r   o   u   g   h   l   i', 'NN')",0.0,0.0,0.0,0.0
5594,1,s   u   c   c   e   s   s   f   u   l   l   y   j   u   n   i   o   r,"('s   u   c   c   e   s   s   f   u   l   l   y   j   u   n   i   o   r', 'NN')",0.0,0.0,0.0,0.0
5593,1,r   e   n   t   a   p   p  ,"('r   e   n   t   a   p   p  ', 'NN')",0.0,0.0,0.0,0.0
5480,1,a   r   m   e   d,"('a   r   m   e   d', 'NN')",0.0,0.0,0.0,0.0
5481,1,c   l   e   a   n   e   r,"('c   l   e   a   n   e   r', 'NN')",0.0,0.0,0.0,0.0
5482,1,u   n   d   e   r   s   t   a   n   d   a   b   l  ,"('u   n   d   e   r   s   t   a   n   d   a   b   l  ', 'JJ')",0.0,0.0,0.0,0.0
5591,1,i   n   d   e   p   e   n   d   e   n   t   h  ,"('i   n   d   e   p   e   n   d   e   n   t   h  ', 'NN')",0.0,0.0,0.0,0.0
5483,1,e   n   g   i   n   e   e   r   c   e   r   t   i   f   i   c   a   t   e  ,"('e   n   g   i   n   e   e   r   c   e   r   t   i   f   i   c   a   t   e  ', 'NN')",0.0,0.0,0.0,0.0
5590,1,w   o   r   k   m  ,"('w   o   r   k   m  ', 'NN')",0.0,0.0,0.0,0.0
5485,1,u   p   t   o,"('u   p   t   o', 'JJ')",0.0,0.0,0.0,0.0
5589,1,j   u   g   g   l   i   n   g,"('j   u   g   g   l   i   n   g', 'NN')",0.0,0.0,0.0,0.0
5588,1,s   t   a   r   t   e   d   i,"('s   t   a   r   t   e   d   i', 'NN')",0.0,0.0,0.0,0.0
5587,1,c   o   n   s   u   m   m   a   t  ,"('c   o   n   s   u   m   m   a   t  ', 'NN')",0.0,0.0,0.0,0.0
5486,1,d   a   t   e   c   o   m   p   l   e   t   e   d,"('d   a   t   e   c   o   m   p   l   e   t   e   d', 'NN')",0.0,0.0,0.0,0.0
5586,1,s   y   s   t   e   m   t   h  ,"('s   y   s   t   e   m   t   h  ', 'NN')",0.0,0.0,0.0,0.0
5585,1,i   n   c   r   e   d   i   b   l  ,"('i   n   c   r   e   d   i   b   l  ', 'NN')",0.0,0.0,0.0,0.0
5489,1,m   a   n   a   g   e   m   e   n   t   c   o   m   p   l   e   t   e   d,"('m   a   n   a   g   e   m   e   n   t   c   o   m   p   l   e   t   e   d', 'NN')",0.0,0.0,0.0,0.0
5502,1,p   r   o   g   r   e   s   s   c   a   r   r   i   e   d,"('p   r   o   g   r   e   s   s   c   a   r   r   i   e   d', 'NN')",0.0,0.0,0.0,0.0
5503,1,p   e   r   m   i   s   s   i   o   n   s   i,"('p   e   r   m   i   s   s   i   o   n   s   i', 'NN')",0.0,0.0,0.0,0.0
5562,1,m   l,"('m   l', 'NN')",0.0,0.0,0.0,0.0
5520,1,s   i   m   i   l   a   r   i   t   i,"('s   i   m   i   l   a   r   i   t   i', 'NN')",0.0,0.0,0.0,0.0
5521,1,a   l   w   a   y   s   m   a   t   h   e   w,"('a   l   w   a   y   s   m   a   t   h   e   w', 'NN')",0.0,0.0,0.0,0.0
5549,1,c   a   b   l   e   s   l   e   a   r   n   i   n   g,"('c   a   b   l   e   s   l   e   a   r   n   i   n   g', 'NN')",0.0,0.0,0.0,0.0
5548,1,p   r   a   t   i   c   a   l,"('p   r   a   t   i   c   a   l', 'NN')",0.0,0.0,0.0,0.0
5547,1,p   r   o   g   r   e   s   s   d   a   v   i   d,"('p   r   o   g   r   e   s   s   d   a   v   i   d', 'NN')",0.0,0.0,0.0,0.0
5546,1,e   n   c   o   u   r   a   g   e  ,"('e   n   c   o   u   r   a   g   e  ', 'NN')",0.0,0.0,0.0,0.0
5523,1,s   i   c   k   n   e   s  ,"('s   i   c   k   n   e   s  ', 'NN')",0.0,0.0,0.0,0.0
5545,1,m   o   o   d,"('m   o   o   d', 'NN')",0.0,0.0,0.0,0.0
5524,1,r   e   s   u   m  ,"('r   e   s   u   m  ', 'NN')",0.0,0.0,0.0,0.0
5525,1,c   y   n   t   h   i   a,"('c   y   n   t   h   i   a', 'NN')",0.0,0.0,0.0,0.0
5526,1,s   t   e   p   p   e   d,"('s   t   e   p   p   e   d', 'NN')",0.0,0.0,0.0,0.0
5527,1,r   o,"('r   o', 'NN')",0.0,0.0,0.0,0.0
5528,1,f   e   a   r,"('f   e   a   r', 'NN')",0.0,0.0,0.0,0.0
5543,1,a   l   o   t   h   a   r   o   l   d,"('a   l   o   t   h   a   r   o   l   d', 'NN')",0.0,0.0,0.0,0.0
5542,1,s   u   c   c   e   s   s   f   u   l   y   i,"('s   u   c   c   e   s   s   f   u   l   y   i', 'NN')",0.0,0.0,0.0,0.0
5541,1,p   r   o   g   r   e   s   s   w   e   e   k,"('p   r   o   g   r   e   s   s   w   e   e   k', 'NN')",0.0,0.0,0.0,0.0
5538,1,c   o   n   c   e   p   t   s   t   h  ,"('c   o   n   c   e   p   t   s   t   h  ', 'NN')",0.0,0.0,0.0,0.0
5537,1,p   r   o   j   e   c   t   s   i   n   t   r   o   d   u   c   e   d,"('p   r   o   j   e   c   t   s   i   n   t   r   o   d   u   c   e   d', 'NN')",0.0,0.0,0.0,0.0
5534,1,v   l   a   n   s   g   o   o   d,"('v   l   a   n   s   g   o   o   d', 'NN')",0.0,0.0,0.0,0.0
5535,1,p   r   o   g   r   e   s   s   p   a   u   l   a,"('p   r   o   g   r   e   s   s   p   a   u   l   a', 'NN')",0.0,0.0,0.0,0.0
5550,1,s   o   r   o   r   i   t,"('s   o   r   o   r   i   t', 'NN')",0.0,0.0,0.0,0.0
5551,1,b   a   r   r   i   e   r,"('b   a   r   r   i   e   r', 'NN')",0.0,0.0,0.0,0.0
5561,1,i   n   v   e   s   t   i   g   a   t  ,"('i   n   v   e   s   t   i   g   a   t  ', 'NN')",0.0,0.0,0.0,0.0
5519,1,u   i   i,"('u   i   i', 'JJ')",0.0,0.0,0.0,0.0
5504,1,c   o   r   d,"('c   o   r   d', 'NN')",0.0,0.0,0.0,0.0
5560,1,r   e   g   i   s   t   r   a   t   i   o   n   h  ,"('r   e   g   i   s   t   r   a   t   i   o   n   h  ', 'NN')",0.0,0.0,0.0,0.0
5505,1,l   e   a   r   n   e   r   i,"('l   e   a   r   n   e   r   i', 'NN')",0.0,0.0,0.0,0.0
5506,1,p   u   n   c   t   u   a   l   t   i   m  ,"('p   u   n   c   t   u   a   l   t   i   m  ', 'NN')",0.0,0.0,0.0,0.0
5507,1,p   r   o   j   e   c   t   s   g   o   o   d,"('p   r   o   j   e   c   t   s   g   o   o   d', 'NN')",0.0,0.0,0.0,0.0
5558,1,r   e   n   t   a   l,"('r   e   n   t   a   l', 'NN')",0.0,0.0,0.0,0.0
5509,1,a   d   h   e   s   i   v  ,"('a   d   h   e   s   i   v  ', 'NN')",0.0,0.0,0.0,0.0
5510,1,i   n   s   t   r   u   c   t   i   o   n   s   g   o   o   d,"('i   n   s   t   r   u   c   t   i   o   n   s   g   o   o   d', 'NN')",0.0,0.0,0.0,0.0
5511,1,p   r   o   g   r   e   s   s   l   i   m   i   t   e   d,"('p   r   o   g   r   e   s   s   l   i   m   i   t   e   d', 'NN')",0.0,0.0,0.0,0.0
