,Freq,review,pos_tag,neg,neu,pos,compound
6066,1,m   a   n   a   g   e   m   e   n   t   l   e   a   r   n   t,"('m   a   n   a   g   e   m   e   n   t   l   e   a   r   n   t', 'NN')",0.0,0.0,0.0,0.0
4869,1,w   o   r   k   a  ,"('w   o   r   k   a  ', 'NN')",0.0,0.0,0.0,0.0
6068,1,l   i   c   e   n   c   e   s   u   n   d   e   r   s   t   o   o   d,"('l   i   c   e   n   c   e   s   u   n   d   e   r   s   t   o   o   d', 'NN')",0.0,0.0,0.0,0.0
6071,1,r   e   s   o   u   r   c   e   s   e   x   p   o   s   u   r  ,"('r   e   s   o   u   r   c   e   s   e   x   p   o   s   u   r  ', 'NN')",0.0,0.0,0.0,0.0
6196,1,h   a   r   d   w   o   r   k   i   n   g   p   r   o   g   r   e   s   s   i   v   e   t   h   i  ,"('h   a   r   d   w   o   r   k   i   n   g   p   r   o   g   r   e   s   s   i   v   e   t   h   i  ', 'NN')",0.0,0.0,0.0,0.0
4844,1,a   m   b   i   t   i   o   n,"('a   m   b   i   t   i   o   n', 'NN')",0.0,0.0,0.0,0.0
4845,1,s   u   r   v   i   v  ,"('s   u   r   v   i   v  ', 'NN')",0.0,0.0,0.0,0.0
6070,1,p   r   o   v   i   s   i   o   n,"('p   r   o   v   i   s   i   o   n', 'NN')",0.0,0.0,0.0,0.0
4847,1,a   d   m   i   n   i   s   t   e   r  ,"('a   d   m   i   n   i   s   t   e   r  ', 'NN')",0.0,0.0,0.0,0.0
6069,1,d   c   t   h   e,"('d   c   t   h   e', 'NN')",0.0,0.0,0.0,0.0
6197,1,c   o   l   l   e   c   t   e   d,"('c   o   l   l   e   c   t   e   d', 'NN')",0.0,0.0,0.0,0.0
4854,1,m   a   n   a   g   e   m   e   n   t   w   o   r   k   e   d,"('m   a   n   a   g   e   m   e   n   t   w   o   r   k   e   d', 'NN')",0.0,0.0,0.0,0.0
6067,1,p   r   o   v   i   s   i   o   n,"('p   r   o   v   i   s   i   o   n', 'NN')",0.0,0.0,0.0,0.0
4664,1,s   t   r   e   n   g   t   h   e   n,"('s   t   r   e   n   g   t   h   e   n', 'NN')",0.0,0.0,0.0,0.0
4849,1,l   e   a   r   n   t   a   s   k  ,"('l   e   a   r   n   t   a   s   k  ', 'NN')",0.0,0.0,0.0,0.0
4850,1,f   a   c   e   d   g   o   o   d,"('f   a   c   e   d   g   o   o   d', 'NN')",0.0,0.0,0.0,0.0
4851,1,s   t   a   r   t   g   o   o   d,"('s   t   a   r   t   g   o   o   d', 'NN')",0.0,0.0,0.0,0.0
4852,1,p   r   o   g   r   e   s   s   m   i   i   r   o,"('p   r   o   g   r   e   s   s   m   i   i   r   o', 'NN')",0.0,0.0,0.0,0.0
4853,1,t   o   o   l   s   i   n   t   r   o   d   u   c   e   d,"('t   o   o   l   s   i   n   t   r   o   d   u   c   e   d', 'NN')",0.0,0.0,0.0,0.0
6056,1,s   c   r   i   p   t   i   n   g   j   o   s   e   p   h,"('s   c   r   i   p   t   i   n   g   j   o   s   e   p   h', 'NN')",0.0,0.0,0.0,0.0
4870,1,c   a   s   h   i   e   r,"('c   a   s   h   i   e   r', 'NN')",0.0,0.0,0.0,0.0
6179,1,i   n   v   e   s   t   e   d,"('i   n   v   e   s   t   e   d', 'NN')",0.0,0.0,0.0,0.0
4891,1,c   o   r   r   e   c   t   e   d,"('c   o   r   r   e   c   t   e   d', 'NN')",0.0,0.0,0.0,0.0
6052,1,t   r   a   n   s   f   o   r   m   e   d,"('t   r   a   n   s   f   o   r   m   e   d', 'NN')",0.0,0.0,0.0,0.0
4654,1,r   e   d   u   c   t   i   o   n,"('r   e   d   u   c   t   i   o   n', 'NN')",0.0,0.0,0.0,0.0
6203,1,i   n   t   e   r   n   v   e   r   i,"('i   n   t   e   r   n   v   e   r   i', 'NN')",0.0,0.0,0.0,0.0
4889,1,c   o   u   r   t   e   o   u  ,"('c   o   u   r   t   e   o   u  ', 'NN')",0.0,0.0,0.0,0.0
6051,1,s   r,"('s   r', 'NN')",0.0,0.0,0.0,0.0
6204,1,g   o   o   d   r   e   a   g   a   n,"('g   o   o   d   r   e   a   g   a   n', 'NN')",0.0,0.0,0.0,0.0
4890,1,c   o   m   p   a   t   i   b   i   l   i   t   i,"('c   o   m   p   a   t   i   b   i   l   i   t   i', 'NN')",0.0,0.0,0.0,0.0
4892,1,h   e   r   s   l   i   g   h   t   l   i,"('h   e   r   s   l   i   g   h   t   l   i', 'NN')",0.0,0.0,0.0,0.0
6054,1,p   e   r   i   o   d   g   o   o   d,"('p   e   r   i   o   d   g   o   o   d', 'NN')",0.0,0.0,0.0,0.0
4653,1,a   d   v   a   n   c   i   n   g,"('a   d   v   a   n   c   i   n   g', 'NN')",0.0,0.0,0.0,0.0
4893,1,s   k   i   l   l   p   r   o   g   r   e   s   s   i   v   e   l   e   a   r   n  ,"('s   k   i   l   l   p   r   o   g   r   e   s   s   i   v   e   l   e   a   r   n  ', 'NN')",0.0,0.0,0.0,0.0
4894,1,f   a   s   t   e   r   t   r   u   b   l   e   s   h   o   o   t   i   n   g,"('f   a   s   t   e   r   t   r   u   b   l   e   s   h   o   o   t   i   n   g', 'NN')",0.0,0.0,0.0,0.0
4895,1,p   o   s   i   b   l  ,"('p   o   s   i   b   l  ', 'NN')",0.0,0.0,0.0,0.0
4896,1,s   u   p   e   r   v   i   s   i   o   n   s   i   n   c  ,"('s   u   p   e   r   v   i   s   i   o   n   s   i   n   c  ', 'NN')",0.0,0.0,0.0,0.0
6049,1,a   c   t   i   v   i   t   i   e   s   l   i   m   i   t   e   d,"('a   c   t   i   v   i   t   i   e   s   l   i   m   i   t   e   d', 'NN')",0.0,0.0,0.0,0.0
4652,1,a   c   u   m   e   n,"('a   c   u   m   e   n', 'NN')",0.0,0.0,0.0,0.0
6053,1,s   c   h   e   d   u   l   e   p   r   o   g   r   e   s   s   i   v   e   a   n   j   e   l   l   i   n   a   h,"('s   c   h   e   d   u   l   e   p   r   o   g   r   e   s   s   i   v   e   a   n   j   e   l   l   i   n   a   h', 'NN')",0.0,0.0,0.0,0.0
4696,1,r   e   l   a   t   i   v   e   l   i,"('r   e   l   a   t   i   v   e   l   i', 'NN')",0.0,0.0,0.0,0.0
4871,1,s   t   a   r   t   w   i   t   h,"('s   t   a   r   t   w   i   t   h', 'NN')",0.0,0.0,0.0,0.0
4877,1,p   a   r   t   i   c   i   p   a   t   e   s   t   u   d   e   n   t,"('p   a   r   t   i   c   i   p   a   t   e   s   t   u   d   e   n   t', 'NN')",0.0,0.0,0.0,0.0
4872,1,t   r   a   i   n   e   d   e   m   b   r   a   c   e   d,"('t   r   a   i   n   e   d   e   m   b   r   a   c   e   d', 'NN')",0.0,0.0,0.0,0.0
4873,1,p   o   s   i   t   i   v   i   t   i,"('p   o   s   i   t   i   v   i   t   i', 'NN')",0.0,0.0,0.0,0.0
4874,1,l   e   a   r   n   b   e   i   n   g,"('l   e   a   r   n   b   e   i   n   g', 'NN')",0.0,0.0,0.0,0.0
4655,1,p   r   o   g   r   e   s   s   i   v   e   a   h   m   e   d,"('p   r   o   g   r   e   s   s   i   v   e   a   h   m   e   d', 'NN')",0.0,0.0,0.0,0.0
6201,1,a   t   t   a   c   h,"('a   t   t   a   c   h', 'NN')",0.0,0.0,0.0,0.0
4875,1,c   o   u   n   t   e   d,"('c   o   u   n   t   e   d', 'NN')",0.0,0.0,0.0,0.0
4876,1,i   n   c   l   u   s   i   v  ,"('i   n   c   l   u   s   i   v  ', 'NN')",0.0,0.0,0.0,0.0
4878,1,d   e   v   e   l   o   p   m   e   n   t   s   u   c   c   e   s   s   f   u   l   l   i,"('d   e   v   e   l   o   p   m   e   n   t   s   u   c   c   e   s   s   f   u   l   l   i', 'NN')",0.0,0.0,0.0,0.0
4886,1,f   a   c   i   l   i   t   a   t   o   r,"('f   a   c   i   l   i   t   a   t   o   r', 'NN')",0.0,0.0,0.0,0.0
4879,1,r   e   q   u   e   s   t   a   l   l   a   n,"('r   e   q   u   e   s   t   a   l   l   a   n', 'NN')",0.0,0.0,0.0,0.0
4880,1,d   e   a   l   i   n   g,"('d   e   a   l   i   n   g', 'NN')",0.0,0.0,0.0,0.0
4881,1,g   r   a   t   e   f   u   l,"('g   r   a   t   e   f   u   l', 'NN')",0.0,0.0,0.0,0.0
6202,1,l   e   v   e   l   e   d,"('l   e   v   e   l   e   d', 'NN')",0.0,0.0,0.0,0.0
6055,1,b   a   s   h,"('b   a   s   h', 'NN')",0.0,0.0,0.0,0.0
4884,1,e   x   p   r   e   s   s   i   n   g,"('e   x   p   r   e   s   s   i   n   g', 'NN')",0.0,0.0,0.0,0.0
4885,1,m   e   e   t,"('m   e   e   t', 'NN')",0.0,0.0,0.0,0.0
6195,1,l   e   a   r   n   e   r   s   a   m   s   o   n,"('l   e   a   r   n   e   r   s   a   m   s   o   n', 'NN')",0.0,0.0,0.0,0.0
4843,1,c   o   n   n   e   c   t   i   o   n   t   h   e   r  ,"('c   o   n   n   e   c   t   i   o   n   t   h   e   r  ', 'NN')",0.0,0.0,0.0,0.0
4842,1,m   i   i   r   o,"('m   i   i   r   o', 'NN')",0.0,0.0,0.0,0.0
4810,1,s   e   r   v   e   r   t   h   i  ,"('s   e   r   v   e   r   t   h   i  ', 'NN')",0.0,0.0,0.0,0.0
6187,1,t   e   a   c   h   a   b   l   e   t   h   e   r  ,"('t   e   a   c   h   a   b   l   e   t   h   e   r  ', 'NN')",0.0,0.0,0.0,0.0
4808,1,a   p   p   r   e   c   i   a   t   e   d   n   e   x   t,"('a   p   p   r   e   c   i   a   t   e   d   n   e   x   t', 'NN')",0.0,0.0,0.0,0.0
4670,1,o   v   e   r   r   a   t   e   d,"('o   v   e   r   r   a   t   e   d', 'NN')",0.0,0.0,0.0,0.0
6089,1,u   p   c   r   e   a   t   e   d,"('u   p   c   r   e   a   t   e   d', 'JJ')",0.0,0.0,0.0,0.0
6088,1,r   a   s   h   d   a   h,"('r   a   s   h   d   a   h', 'NN')",0.0,0.0,0.0,0.0
6087,1,s   e   r   v   i   c   i   n   g   m  ,"('s   e   r   v   i   c   i   n   g   m  ', 'NN')",0.0,0.0,0.0,0.0
6086,1,a   p  ,"('a   p  ', 'NN')",0.0,0.0,0.0,0.0
4811,1,l   e   a   n,"('l   e   a   n', 'NN')",0.0,0.0,0.0,0.0
6186,1,d   a   t   a   b   a   s   e   s   h  ,"('d   a   t   a   b   a   s   e   s   h  ', 'NN')",0.0,0.0,0.0,0.0
4812,1,o   n   n   a   t   a   s   h   a,"('o   n   n   a   t   a   s   h   a', 'NN')",0.0,0.0,0.0,0.0
4813,1,e   x   p   l   o   r   i   n   g,"('e   x   p   l   o   r   i   n   g', 'NN')",0.0,0.0,0.0,0.0
4814,1,a   s   s   i   g   n   m   e   n   t   i   t,"('a   s   s   i   g   n   m   e   n   t   i   t', 'NN')",0.0,0.0,0.0,0.0
4815,1,r   i   l   l   i,"('r   i   l   l   i', 'NN')",0.0,0.0,0.0,0.0
6188,1,s   t   a   f   f   h  ,"('s   t   a   f   f   h  ', 'NN')",0.0,0.0,0.0,0.0
4669,1,v   o   l   u   n   t   e   e   r   i   n   g,"('v   o   l   u   n   t   e   e   r   i   n   g', 'NN')",0.0,0.0,0.0,0.0
6085,1,e   n   t   a   i   l   e   d,"('e   n   t   a   i   l   e   d', 'NN')",0.0,0.0,0.0,0.0
6090,1,c   l   o   n  ,"('c   l   o   n  ', 'NN')",0.0,0.0,0.0,0.0
5948,1,r   e   a   c   h   e   d,"('r   e   a   c   h   e   d', 'NN')",0.0,0.0,0.0,0.0
4841,1,d   u   t   y   m   e   e   t   i   n   g,"('d   u   t   y   m   e   e   t   i   n   g', 'NN')",0.0,0.0,0.0,0.0
4798,1,s   e   r   v   i   c   e   s   w   o   r   k   e   d,"('s   e   r   v   i   c   e   s   w   o   r   k   e   d', 'NN')",0.0,0.0,0.0,0.0
4672,1,t   h   i   n   k   e   r,"('t   h   i   n   k   e   r', 'NN')",0.0,0.0,0.0,0.0
6093,1,s   t   r   u   c   t   u   r   e   t   h   i  ,"('s   t   r   u   c   t   u   r   e   t   h   i  ', 'NN')",0.0,0.0,0.0,0.0
6092,1,r   e   p   o  ,"('r   e   p   o  ', 'NN')",0.0,0.0,0.0,0.0
4796,1,d   i   r   e   c   t   o   r   a   t  ,"('d   i   r   e   c   t   o   r   a   t  ', 'NN')",0.0,0.0,0.0,0.0
4797,1,s   l   a   p   d   a   s   h,"('s   l   a   p   d   a   s   h', 'NN')",0.0,0.0,0.0,0.0
6091,1,f   r   o   n   t   e   n   d   c   u   r   i   o   u  ,"('f   r   o   n   t   e   n   d   c   u   r   i   o   u  ', 'NN')",0.0,0.0,0.0,0.0
6180,1,c   o   m   p   u   t   e   r   s   u   c   c   e   s   s   f   u   l   l   i,"('c   o   m   p   u   t   e   r   s   u   c   c   e   s   s   f   u   l   l   i', 'NN')",0.0,0.0,0.0,0.0
6181,1,m   o   d   i   f   i   c   a   t   i   o   n,"('m   o   d   i   f   i   c   a   t   i   o   n', 'NN')",0.0,0.0,0.0,0.0
4803,1,q,"('q', 'NN')",0.0,0.0,0.0,0.0
4800,1,p   u   n   c   t   u   a   l   k   e   e   p  ,"('p   u   n   c   t   u   a   l   k   e   e   p  ', 'NN')",0.0,0.0,0.0,0.0
6182,1,h   a   r   d   w   o   r   k,"('h   a   r   d   w   o   r   k', 'NN')",0.0,0.0,0.0,0.0
4801,1,s   e   r   v   e   r   p   a   u   l,"('s   e   r   v   e   r   p   a   u   l', 'NN')",0.0,0.0,0.0,0.0
6183,1,j   u   m   a,"('j   u   m   a', 'NN')",0.0,0.0,0.0,0.0
4802,1,c   o   r   r   e   c   t   l   i,"('c   o   r   r   e   c   t   l   i', 'NN')",0.0,0.0,0.0,0.0
6184,1,f   o   c   u   s   e   d   i,"('f   o   c   u   s   e   d   i', 'NN')",0.0,0.0,0.0,0.0
6185,1,f   e   t   c   h   i   n   g,"('f   e   t   c   h   i   n   g', 'NN')",0.0,0.0,0.0,0.0
4816,1,h   e   c   t   i   c,"('h   e   c   t   i   c', 'NN')",0.0,0.0,0.0,0.0
6189,1,w   e   e   k   w   e   e   k,"('w   e   e   k   w   e   e   k', 'NN')",0.0,0.0,0.0,0.0
6190,1,r   e   p   o   r   t   p   r   o   g   r   e   s   s   i   v   e   c   o   v   e   r   e   d,"('r   e   p   o   r   t   p   r   o   g   r   e   s   s   i   v   e   c   o   v   e   r   e   d', 'NN')",0.0,0.0,0.0,0.0
6072,1,a   g   r   e   e   m   e   n   t,"('a   g   r   e   e   m   e   n   t', 'NN')",0.0,0.0,0.0,0.0
4829,1,l   e   a   r   n   g   r   a   c  ,"('l   e   a   r   n   g   r   a   c  ', 'NN')",0.0,0.0,0.0,0.0
6075,1,m   a   n   a   g   e   m   e   n   t   a   l   w   a   y  ,"('m   a   n   a   g   e   m   e   n   t   a   l   w   a   y  ', 'NN')",0.0,0.0,0.0,0.0
4830,1,m   e   t   i   c   u   l   o   u  ,"('m   e   t   i   c   u   l   o   u  ', 'NN')",0.0,0.0,0.0,0.0
6194,1,c   o   m   m   i   t   e   d   t   h  ,"('c   o   m   m   i   t   e   d   t   h  ', 'NN')",0.0,0.0,0.0,0.0
6074,1,c   l   i   e   n   t   s   g   o   o   d,"('c   l   i   e   n   t   s   g   o   o   d', 'NN')",0.0,0.0,0.0,0.0
6073,1,c   l   i   e   n   t   s   e   x   p   o   s   e   d,"('c   l   i   e   n   t   s   e   x   p   o   s   e   d', 'NN')",0.0,0.0,0.0,0.0
4832,1,p   l   a   c   e   d,"('p   l   a   c   e   d', 'NN')",0.0,0.0,0.0,0.0
4834,1,s   t   r   a   t   c   o   m   h  ,"('s   t   r   a   t   c   o   m   h  ', 'NN')",0.0,0.0,0.0,0.0
4818,1,d   o   e   s   h  ,"('d   o   e   s   h  ', 'NN')",0.0,0.0,0.0,0.0
4835,1,f   i   s   t,"('f   i   s   t', 'NN')",0.0,0.0,0.0,0.0
4836,1,u   s   h  ,"('u   s   h  ', 'JJ')",0.0,0.0,0.0,0.0
4837,1,r   e   l   a   t   i   n   g,"('r   e   l   a   t   i   n   g', 'NN')",0.0,0.0,0.0,0.0
4838,1,p   r   a   c   t   i   c   a   l   s   m   a   r   i   a   m,"('p   r   a   c   t   i   c   a   l   s   m   a   r   i   a   m', 'NN')",0.0,0.0,0.0,0.0
4839,1,i   n   t   e   r   n   s   h   i   p   h  ,"('i   n   t   e   r   n   s   h   i   p   h  ', 'NN')",0.0,0.0,0.0,0.0
4666,1,t   a   s   k   s   i   f   f   a   h,"('t   a   s   k   s   i   f   f   a   h', 'NN')",0.0,0.0,0.0,0.0
4840,1,f   i   t   t   i   n   g,"('f   i   t   t   i   n   g', 'NN')",0.0,0.0,0.0,0.0
6076,1,a   l   w   a   y   s   t   h  ,"('a   l   w   a   y   s   t   h  ', 'NN')",0.0,0.0,0.0,0.0
4827,1,c   o   l   l   i   d   i   n   g,"('c   o   l   l   i   d   i   n   g', 'NN')",0.0,0.0,0.0,0.0
6077,1,e   n   v   i   r   o   n   m   e   n   t   g   o   o   d,"('e   n   v   i   r   o   n   m   e   n   t   g   o   o   d', 'NN')",0.0,0.0,0.0,0.0
4826,1,r   e   s   u   m   i   n   g,"('r   e   s   u   m   i   n   g', 'NN')",0.0,0.0,0.0,0.0
6084,1,w   a   y   y   o   u,"('w   a   y   y   o   u', 'NN')",0.0,0.0,0.0,0.0
6083,1,b   e   t   t   e   r   b   e   t   t   e   r,"('b   e   t   t   e   r   b   e   t   t   e   r', 'NN')",0.0,0.0,0.0,0.0
6082,1,p   r   o   g   r   a   m   i   n   t   r   o   d   u   c   t   i   o   n,"('p   r   o   g   r   a   m   i   n   t   r   o   d   u   c   t   i   o   n', 'NN')",0.0,0.0,0.0,0.0
6081,1,s   t   u   d   e   n   t   e   m   m   a   n   u   e   l,"('s   t   u   d   e   n   t   e   m   m   a   n   u   e   l', 'NN')",0.0,0.0,0.0,0.0
4821,1,e   t   o   m   a,"('e   t   o   m   a', 'NN')",0.0,0.0,0.0,0.0
4668,1,d   e   l   i   g   h   t   f   u   l,"('d   e   l   i   g   h   t   f   u   l', 'NN')",0.0,0.0,0.0,0.0
4822,1,s   e   r   v   e   r   g   r   e   a   t,"('s   e   r   v   e   r   g   r   e   a   t', 'NN')",0.0,0.0,0.0,0.0
6080,1,d   a   y   c   h   e   m   u   t   a   i,"('d   a   y   c   h   e   m   u   t   a   i', 'NN')",0.0,0.0,0.0,0.0
6191,1,t   h   r   i   v  ,"('t   h   r   i   v  ', 'NN')",0.0,0.0,0.0,0.0
4823,1,p   r   o   g   r   e   s   s   d   i   c   k   e   n  ,"('p   r   o   g   r   e   s   s   d   i   c   k   e   n  ', 'NN')",0.0,0.0,0.0,0.0
6192,1,p   r   o   g   r   a   m   m   e   r   t   h   e   i,"('p   r   o   g   r   a   m   m   e   r   t   h   e   i', 'NN')",0.0,0.0,0.0,0.0
6193,1,t   a   b   l   e   s   p   a   c   e   s   h  ,"('t   a   b   l   e   s   p   a   c   e   s   h  ', 'NN')",0.0,0.0,0.0,0.0
4824,1,g   r   e   a   t   g   r   e   a   t,"('g   r   e   a   t   g   r   e   a   t', 'NN')",0.0,0.0,0.0,0.0
6078,1,i   m   p   l   e   m   e   n   t   a   t   i   o   n   t   h  ,"('i   m   p   l   e   m   e   n   t   a   t   i   o   n   t   h  ', 'NN')",0.0,0.0,0.0,0.0
4825,1,p   r   o   g   r   e   s   s   c   h   a   l   l   e   n   g   e   d,"('p   r   o   g   r   e   s   s   c   h   a   l   l   e   n   g   e   d', 'NN')",0.0,0.0,0.0,0.0
4887,1,d   e   t   a   i   l   s   g   r   a   c  ,"('d   e   t   a   i   l   s   g   r   a   c  ', 'NN')",0.0,0.0,0.0,0.0
5536,1,l   e   a   n   e   r,"('l   e   a   n   e   r', 'NN')",0.0,0.0,0.0,0.0
5947,1,c   o   n   c   l   u   s   i   o   n,"('c   o   n   c   l   u   s   i   o   n', 'NN')",0.0,0.0,0.0,0.0
5388,1,c   o   u   p   l  ,"('c   o   u   p   l  ', 'NN')",0.0,0.0,0.0,0.0
5381,1,r   e   g   u   l   a   t   e   d,"('r   e   g   u   l   a   t   e   d', 'NN')",0.0,0.0,0.0,0.0
5382,1,h   e   r   s   e   l   f   t   h  ,"('h   e   r   s   e   l   f   t   h  ', 'NN')",0.0,0.0,0.0,0.0
5383,1,p   e   r   m   i   t   t   e   d,"('p   e   r   m   i   t   t   e   d', 'NN')",0.0,0.0,0.0,0.0
5384,1,i   n   f   e   c   t   i   v  ,"('i   n   f   e   c   t   i   v  ', 'NN')",0.0,0.0,0.0,0.0
5385,1,s   t   u   d   y   i   n   g,"('s   t   u   d   y   i   n   g', 'NN')",0.0,0.0,0.0,0.0
5690,1,i   c   t   j   o   v   a   n,"('i   c   t   j   o   v   a   n', 'NN')",0.0,0.0,0.0,0.0
5386,1,o   f   f   e   r   i   n   g,"('o   f   f   e   r   i   n   g', 'NN')",0.0,0.0,0.0,0.0
5387,1,a   c   m   i   s   g   o   o   d,"('a   c   m   i   s   g   o   o   d', 'NN')",0.0,0.0,0.0,0.0
5689,1,o   t   i   m,"('o   t   i   m', 'NN')",0.0,0.0,0.0,0.0
5389,1,o   n   s   i   t  ,"('o   n   s   i   t  ', 'NN')",0.0,0.0,0.0,0.0
5366,1,w   o   r   d   2   v   e   c,"('w   o   r   d   2   v   e   c', 'NN')",0.0,0.0,0.0,0.0
5390,1,o   f   f   s   i   t  ,"('o   f   f   s   i   t  ', 'NN')",0.0,0.0,0.0,0.0
5391,1,l   a   n   g   a   u   g   e  ,"('l   a   n   g   a   u   g   e  ', 'NN')",0.0,0.0,0.0,0.0
5688,1,r   e   f   l   e   c   t   i   n   g,"('r   e   f   l   e   c   t   i   n   g', 'NN')",0.0,0.0,0.0,0.0
5392,1,p   r   o   j   e   c   t   i   t,"('p   r   o   j   e   c   t   i   t', 'NN')",0.0,0.0,0.0,0.0
5393,1,c   o   m   m   o   n   l   i,"('c   o   m   m   o   n   l   i', 'NN')",0.0,0.0,0.0,0.0
5394,1,o   f   t   e   n,"('o   f   t   e   n', 'NN')",0.0,0.0,0.0,0.0
5395,1,d   u   t   i   e   s   k   i   k   o   m   e   k   o,"('d   u   t   i   e   s   k   i   k   o   m   e   k   o', 'NN')",0.0,0.0,0.0,0.0
5396,1,l   e   a   v  ,"('l   e   a   v  ', 'NN')",0.0,0.0,0.0,0.0
5397,1,a   d   h   e   r   e  ,"('a   d   h   e   r   e  ', 'NN')",0.0,0.0,0.0,0.0
5380,1,p   r   o   g   r   e   s   s   p   h   i   l   i   p,"('p   r   o   g   r   e   s   s   p   h   i   l   i   p', 'NN')",0.0,0.0,0.0,0.0
5379,1,c   o   n   c   e   p   t   s   g   o   o   d,"('c   o   n   c   e   p   t   s   g   o   o   d', 'NN')",0.0,0.0,0.0,0.0
5378,1,c   h   a   l   l   e   n   g   e   s   t   h  ,"('c   h   a   l   l   e   n   g   e   s   t   h  ', 'NN')",0.0,0.0,0.0,0.0
5694,1,s   p   e   e   d   h  ,"('s   p   e   e   d   h  ', 'NN')",0.0,0.0,0.0,0.0
5368,1,p   i   e   c  ,"('p   i   e   c  ', 'NN')",0.0,0.0,0.0,0.0
5706,1,i   n   t   e   r   n   e   t   v   e   r   i,"('i   n   t   e   r   n   e   t   v   e   r   i', 'NN')",0.0,0.0,0.0,0.0
5369,1,d   r   i,"('d   r   i', 'NN')",0.0,0.0,0.0,0.0
5704,1,c   o   m   p   l   i   c   a   t   e  ,"('c   o   m   p   l   i   c   a   t   e  ', 'NN')",0.0,0.0,0.0,0.0
5703,1,s   i   m   p   l   i   c   i   t   i,"('s   i   m   p   l   i   c   i   t   i', 'NN')",0.0,0.0,0.0,0.0
5702,1,b   e   a   u   t   i,"('b   e   a   u   t   i', 'NN')",0.0,0.0,0.0,0.0
5701,1,c   o   l   l   a   b   o   r   a   t   i   v   e   e   n   g   a   g   i   n   g   t   h  ,"('c   o   l   l   a   b   o   r   a   t   i   v   e   e   n   g   a   g   i   n   g   t   h  ', 'NN')",0.0,0.0,0.0,0.0
5700,1,r   e   l   a   x   e   d   s   h  ,"('r   e   l   a   x   e   d   s   h  ', 'NN')",0.0,0.0,0.0,0.0
5699,1,a   b   l   i   l   t   i,"('a   b   l   i   l   t   i', 'NN')",0.0,0.0,0.0,0.0
5372,1,s   i   z  ,"('s   i   z  ', 'NN')",0.0,0.0,0.0,0.0
5698,1,t   a   s   t  ,"('t   a   s   t  ', 'NN')",0.0,0.0,0.0,0.0
5373,1,a   d   d   e   d   i,"('a   d   d   e   d   i', 'NN')",0.0,0.0,0.0,0.0
5374,1,l   o   o   s  ,"('l   o   o   s  ', 'NN')",0.0,0.0,0.0,0.0
5375,1,a   p   p   h  ,"('a   p   p   h  ', 'NN')",0.0,0.0,0.0,0.0
5376,1,s   u   b   m   i   t   t   i   n   g,"('s   u   b   m   i   t   t   i   n   g', 'NN')",0.0,0.0,0.0,0.0
5377,1,a   s   s   i   g   n   m   e   n   t   s   w   o   r   k,"('a   s   s   i   g   n   m   e   n   t   s   w   o   r   k', 'NN')",0.0,0.0,0.0,0.0
5697,1,a   s   s   i   g   m   e   n   t,"('a   s   s   i   g   m   e   n   t', 'NN')",0.0,0.0,0.0,0.0
5696,1,e   s   t   e   e   m,"('e   s   t   e   e   m', 'NN')",0.0,0.0,0.0,0.0
5695,1,l   a   n   g   a   g   u  ,"('l   a   n   g   a   g   u  ', 'NN')",0.0,0.0,0.0,0.0
5687,1,d   e   l   i   v   e   r   y   h   a   m   z   a,"('d   e   l   i   v   e   r   y   h   a   m   z   a', 'NN')",0.0,0.0,0.0,0.0
5686,1,s   p   e   c   t   r   o   s   c   o   p   y   i,"('s   p   e   c   t   r   o   s   c   o   p   y   i', 'NN')",0.0,0.0,0.0,0.0
5685,1,r   a   m   a   n,"('r   a   m   a   n', 'NN')",0.0,0.0,0.0,0.0
5672,1,t   h   a   n   k   s   i   t  ,"('t   h   a   n   k   s   i   t  ', 'NN')",0.0,0.0,0.0,0.0
5671,1,u   s   e   r   g   u   i   d   e   3,"('u   s   e   r   g   u   i   d   e   3', 'JJ')",0.0,0.0,0.0,0.0
5413,1,p   r   i   o   r   s   o   n   i   a,"('p   r   i   o   r   s   o   n   i   a', 'NN')",0.0,0.0,0.0,0.0
5414,1,e   x   a   m   i   n   i   n   g,"('e   x   a   m   i   n   i   n   g', 'NN')",0.0,0.0,0.0,0.0
5670,1,c   o   d   e   i   g   n   i   t   e   r,"('c   o   d   e   i   g   n   i   t   e   r', 'NN')",0.0,0.0,0.0,0.0
5669,1,u   i  ,"('u   i  ', 'JJ')",0.0,0.0,0.0,0.0
5415,1,p   o   s   t   i   v   i   t   i,"('p   o   s   t   i   v   i   t   i', 'NN')",0.0,0.0,0.0,0.0
5667,1,d   o   c   x,"('d   o   c   x', 'NN')",0.0,0.0,0.0,0.0
5416,1,l   e   a   r   n   i   n   g   i,"('l   e   a   r   n   i   n   g   i', 'NN')",0.0,0.0,0.0,0.0
5665,1,i   n   c   r   e   m   e   n   t   a   l   l   i,"('i   n   c   r   e   m   e   n   t   a   l   l   i', 'NN')",0.0,0.0,0.0,0.0
5418,1,a   c   t   i   v   i   t   i   e   s   g   o   o   d,"('a   c   t   i   v   i   t   i   e   s   g   o   o   d', 'NN')",0.0,0.0,0.0,0.0
5419,1,h   o   s   t   i   n   g   i,"('h   o   s   t   i   n   g   i', 'NN')",0.0,0.0,0.0,0.0
5420,1,m   a   t   u   r   e   d,"('m   a   t   u   r   e   d', 'NN')",0.0,0.0,0.0,0.0
